FAC_STATE,FAC_COUNTY
MS,MADISON
MS,MADISON COUNTY
MS,MARION
MS,MARSHALL
MS,MARSHALL COUNTY
MS,MOBILE
MS,MONROE
MS,MONROE COUNTY
MS,MONTGOMERY
MS,NESHOBA
MS,NEWTON
MS,NEWTON COUNTY
MS,NOXUBEE
MS,OKTIBBEHA
MS,PANOLA
MS,PANOLA COUNTY
MS,PEARL RIVER
MS,PEARL RIVER COUNTY
MS,PERRY
MS,PIKE
MS,PIKE COUNTY
MS,PONTOTOC
MS,PONTOTOC COUNTY
MS,PORTABLE SOURCE
MS,PRENTISS
MS,QUITMAN
MS,RANKIN
MS,RANKIN COUNTY
MS,SCOTT
MS,SCOTT COUNTY
MS,SHARKEY
MS,SIMPSON
MS,SMITH
MS,SMITH COUNTY
MS,STONE
MS,SUNFLOWER
MS,TALLAHATCHIE
MS,TATE
MS,TATE COUNTY
MS,TIPPAH
MS,TIPPAH COUNTY
MS,TISHOMINGO
MS,TISHOMINGO COUNTY
MS,TUNICA
MS,UNION
MS,UNION COUNTY
MS,WALTHALL
MS,WALTHALL COUNTY
MS,WARREN
MS,WARREN COUNTY
MS,WASHINGTON
MS,WASHINGTON COUNTY
MS,WAYNE
MS,WAYNE COUNTY
MS,WEBSTER
MS,WILKINSON
MS,WILKINSON COUNTY
MS,WINSTON
MS,WINSTON COUNTY
MS,YALOBUSHA
MS,YAZOO
MS,YAZOO COUNTY
MT,BEAVERHEAD
MT,BIG HORN
MT,BIG HORN COUNTY
MT,BLAINE
MT,BLAINE COUNTY
MT,BONNER
MT,BONNEVILLE
MT,BROADWATER
MT,BROADWATER COUNTY
MT,CARBON
MT,CARBON COUNTY
MT,CARTER
MT,CASCADE
MT,CASCADE COUNTY
MT,CHOUTEAU
MT,CHOUTEAU COUNTY
MT,CUSTER
MT,CUSTER COUNTY
MT,DANIELS
MT,DANIELS COUNTY
MT,DAWSON
MT,DAWSON COUNTY
MT,DEER LODGE
MT,FALLON
MT,FERGUS
MT,FERGUS COUNTY
MT,FLATHEAD
MT,FLATHEAD COUNTY
MT,GALLATIN
MT,GALLATIN COUNTY
MT,GARFIELD
MT,GLACIER
MT,GLACIER COUNTY
MT,GOLDEN VALLEY
MT,GRANITE
MT,HILL
MT,HILL COUNTY
MT,IDAHO
MT,JEFFERSON
MT,JUDITH BASIN
MT,LAKE
MT,LAKE COUNTY
MT,LEWIS AND CLARK
MT,LEWIS AND CLARK COUNTY
MT,LIBERTY
MT,LINCOLN
MT,LINCOLN COUNTY
MT,MADISON
MT,MC CONE
MT,MCCONE
MT,MCKENZIE COUNTY
MT,MEAGHER
MT,MINERAL
MT,MINERAL COUNTY
MT,MISSOULA
MT,MISSOULA COUNTY
MT,MUSSELSHELL
MT,PARK
MT,PETROLEUM
MT,PHILLIPS
MT,PONDERA
MT,PORTABLE SOURCE
MT,POWDER RIVER
MT,POWELL
MT,PRAIRIE
MT,RAVALLI
MT,RAVALLI COUNTY
MT,RICHLAND
MT,RICHLAND COUNTY
MT,ROOSEVELT
MT,ROOSEVELT COUNTY
MT,ROSEBUD
MT,ROSEBUD COUNTY
MT,SANDERS
MT,SANDERS COUNTY
MT,SHERIDAN
MT,SILVER BOW
MT,SILVER BOW COUNTY
MT,SILVERBOW
MT,STARK
MT,STILLWATER
MT,SWEET GRASS
MT,TETON
MT,TOOLE
MT,TOOLE COUNTY
MT,TREASURE
MT,UNK
MT,VALLEY
MT,VALLEY COUNTY
MT,WHEATLAND
MT,WIBAUX
MT,YELLOWSTONE
MT,YELLOWSTONE COUNTY
NC,ALAMANCE
NC,ALAMANCE COUNTY
NC,ALEXANDER
NC,ALEXANDER COUNTY
NC,ALLEGHANY
NC,ANSON
NC,ANSON COUNTY
NC,ASHE
NC,ASHE COUNTY
NC,AVERY
NC,AVERY COUNTY
NC,BEAUFORT
NC,BEAUFORT COUNTY
NC,BERTIE
NC,BERTIE COUNTY
NC,BLADEN
NC,BLADEN COUNTY
NC,BRUNSWICK
NC,BRUNSWICK COUNTY
NC,BUNCOMBE
NC,BUNCOMBE COUNTY
NC,BURKE
NC,BURKE COUNTY
NC,BUTLER
NC,CABARRUS
NC,CABARRUS COUNTY
NC,CALDWELL
NC,CALDWELL COUNTY
NC,CAMDEN
NC,CAMDEN COUNTY
NC,CARTERET
NC,CARTERET COUNTY
NC,CASWELL
NC,CASWELL COUNTY
NC,CATAWBA
NC,CATAWBA COUNTY
NC,CHATHAM
NC,CHATHAM COUNTY
NC,CHEROKEE
NC,CHEROKEE COUNTY
NC,CHOWAN
NC,CHOWAN COUNTY
NC,CLAY
NC,CLEVELAND
NC,CLEVELAND COUNTY
NC,COLUMBUS
NC,COLUMBUS COUNTY
NC,CRAVEN
NC,CRAVEN COUNTY
NC,CUMBERLAND
NC,CUMBERLAND COUNTY
NC,CURRITUCK
NC,CURRITUCK COUNTY
NC,DARE
NC,DAVIDSON
NC,DAVIDSON COUNTY
NC,DAVIE
NC,DAVIE COUNTY
NC,DILLON
NC,DORCHESTER
NC,DUPLIN
NC,DUPLIN COUNTY
NC,DURHAM
NC,DURHAM COUNTY
NC,EDGECOMBE
NC,EDGECOMBE COUNTY
NC,FORSYTH
NC,FORSYTH COUNTY
NC,FRANKLIN
NC,FRANKLIN COUNTY
NC,GASTON
NC,GASTON COUNTY
NC,GATES
NC,GRAHAM
NC,GRAHAM COUNTY
NC,GRANVILLE
NC,GRANVILLE COUNTY
NC,GREENE
NC,GUILFORD
NC,GUILFORD COUNTY
NC,GUILLFORD
NC,HALIFAX
NC,HALIFAX COUNTY
NC,HARNETT
NC,HARNETT COUNTY
NC,HAYWOOD
NC,HAYWOOD COUNTY
NC,HENDERSON
NC,HENDERSON COUNTY
NC,HERTFORD
NC,HERTFORD COUNTY
NC,HOKE
NC,HYDE
NC,HYDE COUNTY
NC,IREDELL
NC,IREDELL COUNTY
NC,JACKSON
NC,JACKSON COUNTY
NC,JOHNSON
NC,JOHNSTON
NC,JOHNSTON COUNTY
NC,JONES
NC,JONES COUNTY
NC,LAKE
NC,LEE
NC,LEE COUNTY
NC,LENIOR
NC,LENOIR
NC,LENOIR COUNTY
NC,LINCOLN
NC,LINCOLN COUNTY
NC,MACON
NC,MACON COUNTY
NC,MADISON
NC,MARTIN
NC,MARTIN COUNTY
NC,MC DOWELL
NC,MCDOWELL
NC,MCDOWELL COUNTY
NC,MECKLENBURG
NC,MECKLENBURG COUNTY
NC,MITCHELL 
NC,MITCHELL COUNTY
NC,MONTGOMERY
NC,MONTGOMERY COUNTY
NC,MOORE
NC,MOORE COUNTY
NC,NASH
NC,NASH COUNTY
NC,NEW HANOVER
NC,NEW HANOVER COUNTY
NC,NORTHAMPTON
NC,NORTHAMPTON COUNTY
NC,ONSLOW
NC,ONSLOW COUNTY
NC,ORANGE
NC,ORANGE COUNTY
NC,OUT-OF-STATE
NC,PAMLICO
NC,PAMLICO COUNTY
NC,PASQUOTANK
NC,PASQUOTANK COUNTY
NC,PENDER
NC,PENDER COUNTY
NC,PERQUIMANS
NC,PERQUIMANS COUNTY
NC,PERSON
NC,PERSON COUNTY
NC,PITT
NC,PITT COUNTY
NC,POLK
NC,POLK COUNTY
NC,PORTABLE SOURCE
NC,RANDOLPH
NC,RANDOLPH COUNTY
NC,RICHMOND
NC,RICHMOND COUNTY
NC,ROBESON
NC,ROBESON COUNTY
NC,ROCKINGHAM
NC,ROCKINGHAM COUNTY
NC,ROWAN
NC,ROWAN COUNTY
NC,RUTHERFORD
NC,RUTHERFORD COUNTY
NC,SAMPSON
NC,SAMPSON COUNTY
NC,SCOTLAND
NC,SCOTLAND COUNTY
NC,STANLY
NC,STANLY COUNTY
NC,STOKES
NC,STOKES COUNTY
NC,SURRY
NC,SURRY COUNTY
NC,SUSSEX COUNTY
NC,SWAIN
NC,TRANSYLVANIA
NC,TRANSYLVANIA COUNTY
NC,TYRRELL
NC,UNION
NC,UNION COUNTY
NC,USA
NC,VANCE
NC,VANCE COUNTY
NC,WAKE
NC,WAKE COUNTY
NC,WARREN
NC,WASHINGTON
NC,WASHINGTON COUNTY
NC,WATAUGA
NC,WATAUGA COUNTY
NC,WAYNE
NC,WAYNE COUNTY
NC,WILKES
NC,WILKES COUNTY
NC,WILSON
NC,WILSON COUNTY
NC,YADKIN
NC,YADKIN COUNTY
NC,YANCEY
NC,YANCEY COUNTY
ND,ADAMS
ND,ADAMS COUNTY
ND,ANOKA COUNTY
ND,BARNES
ND,BARNES COUNTY
ND,BECKER
ND,BELTRAMI
ND,BENSON
ND,BENSON COUNTY
ND,BENTON
ND,BENTON COUNTY
ND,BEXAR
ND,BIG STONE
ND,BILLINGS
ND,BILLINGS COUNTY
ND,BOTTINEAU
ND,BOTTINEAU COUNTY
ND,BOWMAN
ND,BURKE
ND,BURKE COUNTY
ND,BURLEIGH
ND,BURLEIGH COUNTY
ND,CASS
ND,CASS COUNTY
ND,CAVALIER
ND,CAVALIER COUNTY
ND,DAKOTA
ND,DALLAS COUNTY
ND,DENVER COUNTY
ND,DEUEL 
ND,DICKEY
ND,DICKEY COUNTY
ND,DIVIDE
ND,DIVIDE COUNTY
ND,DOUGLAS
ND,DOUGLAS COUNTY
ND,DUNN
ND,DUNN COUNTY
ND,EDDY
ND,EDMUNDS 
ND,ELMORE COUNTY
ND,EMMONS
ND,EMMONS COUNTY
ND,FALLON COUNTY
ND,FOSTER
ND,FOSTER COUNTY
ND,GOLDEN VALLEY
ND,GOLDEN VALLEY COUNTY
ND,GRAND FORKS
ND,GRAND FORKS COUNTY
ND,GRANT
ND,GRANT COUNTY
ND,GRIGGS
ND,HARRIS
ND,HARRIS COUNTY
ND,HENNEPIN
ND,HENNEPIN COUNTY
ND,HETTINGER
ND,KANDIYOHI
ND,KENT COUNTY
ND,KIDDER
ND,LA MOURE
ND,LAMOURE
ND,LAMOURE COUNTY
ND,LOGAN
ND,MACON COUNTY
ND,MASON COUNTY
ND,MC KENZIE
ND,MC LEAN
ND,MCHENRY
ND,MCHENRY COUNTY
ND,MCINTOSH
ND,MCINTOSH COUNTY
ND,MCKENZIE
ND,MCKENZIE COUNTY
ND,MCLEAN
ND,MCLEAN COUNTY
ND,MERCER
ND,MERCER COUNTY
ND,MINNEHAHA
ND,MISSOULA
ND,MORTON
ND,MORTON COUNTY
ND,MOUNTRAIL
ND,MOUNTRAIL COUNTY
ND,MUSSELSHELL
ND,NATRONA COUNTY
ND,NELSON
ND,OKLAHOMA COUNTY
ND,OLIVER
ND,OSAGE
ND,OTTER TAIL
ND,OUT-OF-STATE
ND,PEMBINA
ND,PEMBINA COUNTY
ND,PERKINS
ND,PERKINS COUNTY
ND,PIERCE
ND,PIERCE COUNTY
ND,POLK COUNTY
ND,PORTABLE SOURCE
ND,RAMSEY
ND,RAMSEY COUNTY
ND,RANSOM
ND,RENVILLE
ND,RICHLAND
ND,RICHLAND COUNTY
ND,ROLETTE
ND,ROLETTE COUNTY
ND,SAINT LOUIS
ND,SARGENT
ND,SEDGWICK COUNTY
ND,SHERIDAN
ND,SHERIDAN COUNTY
ND,SIOUX
ND,SIOUX COUNTY
ND,SLOPE
ND,ST. LOUIS COUNTY
ND,STARK
ND,STARK COUNTY
ND,STEARNS COUNTY
ND,STEELE
ND,STUTSMAN
ND,STUTSMAN COUNTY
ND,TARRANT COUNTY
ND,TOWNER
ND,TOWNER COUNTY
ND,TRAILL
ND,TRAILL COUNTY
ND,TRANSYLVANIA
ND,UNK
ND,WALSH
ND,WALSH COUNTY
ND,WARD
ND,WARD COUNTY
ND,WELLS
ND,WELLS COUNTY
ND,WILLIAMS
ND,WILLIAMS COUNTY
ND,YELLOWSTONE
NE,ADAMS
NE,ADAMS COUNTY
NE,ANTELOPE
NE,ARTHUR
NE,BANNER
NE,BLAINE
NE,BOONE
NE,BOONE COUNTY
NE,BOX BUTTE
NE,BOX BUTTE COUNTY
NE,BOYD
NE,BOYD COUNTY
NE,BROWN
NE,BUFFALO
NE,BUFFALO COUNTY
NE,BURT
NE,BURT COUNTY
NE,BUTLER
NE,CASS
NE,CASS COUNTY
NE,CEDAR
NE,CHASE
NE,CHERRY
NE,CHEYENNE
NE,CHEYENNE COUNTY
NE,CLARK COUNTY
NE,CLAY
NE,CLAY COUNTY
NE,COLFAX
NE,COLFAX COUNTY
NE,CUMING
NE,CUMING COUNTY
NE,CUSTER
NE,CUSTER COUNTY
NE,DAKOTA
NE,DAKOTA COUNTY
NE,DAWES
NE,DAWES COUNTY
NE,DAWS ON
NE,DAWSON
NE,DAWSON COUNTY
NE,DEUEL
NE,DEUEL COUNTY
NE,DIXON
NE,DIXON COUNTY
NE,DODGE
NE,DODGE COUNTY
NE,DOUGLAS
NE,DOUGLAS COUNTY
NE,DUNDY
NE,DUNDY COUNTY
NE,FILLMORE
NE,FILLMORE COUNTY
NE,FRANKLIN
NE,FRANKLIN COUNTY
NE,FRONTIER
NE,FRONTIER COUNTY
NE,FURNAS
NE,FURNAS COUNTY
NE,GAGE
NE,GAGE COUNTY
NE,GARDEN
NE,GARFIELD
NE,GOSPER
NE,GRANT
NE,GREELEY
NE,HALL
NE,HALL COUNTY
NE,HAMILTON
NE,HAMILTON COUNTY
NE,HARLAN
NE,HAYES
NE,HITCHCOCK
NE,HITCHCOCK COUNTY
NE,HOLT
NE,HOLT COUNTY
NE,HOOKER
NE,HOWARD
NE,INGHAM
NE,JEFFERSON
NE,JEFFERSON COUNTY
NE,JOHNSON
NE,JOHNSON COUNTY
NE,KEARNEY
NE,KEITH
NE,KEITH COUNTY
NE,KEYA PAHA
NE,KEYA PAHA COUNTY
NE,KIMBALL
NE,KIMBALL COUNTY
NE,KNOX
NE,KNOX COUNTY
NE,LANCASTER
NE,LANCASTER COUNTY
NE,LINCOLN
NE,LINCOLN COUNTY
NE,LOGAN
NE,LOUP
NE,MADISON
NE,MADISON COUNTY
NE,MARICOPA 
NE,MC PHERSON
NE,MCPHERSON
NE,MERRICK
NE,MERRICK COUNTY
NE,MORRILL
NE,NANCE
NE,NEMAHA
NE,NEMAHA COUNTY
NE,NUCKOLLS
NE,NUCKOLLS COUNTY
NE,OTOE
NE,OTOE COUNTY
NE,PAWNEE
NE,PERKINS
NE,PHELPS
NE,PHELPS COUNTY
NE,PIERCE
NE,PIERCE COUNTY
NE,PLATTE
NE,PLATTE COUNTY
NE,POLK
NE,PORTABLE SOURCE
NE,RED WILLOW
NE,RED WILLOW COUNTY
NE,RICHARDSON
NE,RICHARDSON COUNTY
NE,ROCK
NE,SALINE
NE,SALINE COUNTY
NE,SARPY
NE,SARPY COUNTY
NE,SAUNDERS
NE,SAUNDERS COUNTY
NE,SCOTTS BLUFF
NE,SCOTTS BLUFF COUNTY
NE,SCOTTSBLUFF
NE,SEWARD
NE,SEWARD COUNTY
NE,SHERIDAN
NE,SHERMAN
NE,SIOUX
NE,SIOUX COUNTY
NE,STANTON
NE,STANTON COUNTY
NE,THAYER
NE,THAYER COUNTY
NE,THOMAS
NE,THURSTON
NE,THURSTON COUNTY
NE,TROUP
NE,VALLEY
NE,WASHINGTON
NE,WASHINGTON COUNTY
NE,WAYNE
NE,WAYNE COUNTY
NE,WEBSTER
NE,WHEELER
NE,WIBAUX 
NE,WICHITA
NE,YORK
NE,YORK COUNTY
NH,BELKNAP
NH,BELKNAP COUNTY
NH,CARROLL
NH,CARROLL COUNTY
NH,CHESHIRE
NH,CHESHIRE COUNTY
NH,COOS
NH,COOS COUNTY
NH,FRANKLIN
NH,GRAFTON
NH,GRAFTON COUNTY
NH,HILLS
NH,HILLSBOROUGH
NH,HILLSBOROUGH COUNTY
NH,MERRIMACK
NH,MERRIMACK COUNTY
NH,MIDDLESEX
NH,PENOBSCOT COUNTY
NH,ROCKINGHAM
NH,ROCKINGHAM COUNTY
NH,STRAFFORD
NH,STRAFFORD COUNTY
NH,SULLIVAN
NH,SULLIVAN COUNTY
NJ,ATLANTIC
NJ,ATLANTIC COUNTY
NJ,BERGEN
NJ,BERGEN COUNTY
NJ,BRONX
NJ,BURLINGTON
NJ,BURLINGTON COUNTY
NJ,CAMDEN
NJ,CAMDEN COUNTY
NJ,CAPE MAY
NJ,CAPE MAY COUNTY
NJ,CHEMUNG
NJ,CUMBERLAND
NJ,CUMBERLAND COUNTY
NJ,ESSEX
NJ,ESSEX COUNTY
NJ,GLOUCESTER
NJ,GLOUCESTER COUNTY
NJ,HUDSON
NJ,HUDSON COUNTY
NJ,HUNTERDON
NJ,HUNTERDON COUNTY
NJ,KINGS
NJ,MERCER
NJ,MERCER COUNTY
NJ,MIDDLESEX
NJ,MIDDLESEX COUNTY
NJ,MIDDLESSEX
NJ,MONMOUTH
NJ,MONMOUTH COUNTY
NJ,MORRIS
NJ,MORRIS COUNTY
NJ,OCEAN
NJ,OCEAN COUNTY
NJ,OUT-OF-STATE
NJ,PASSAIC
NJ,PASSAIC COUNTY
NJ,ROCKLAND
NJ,SALEM
NJ,SALEM COUNTY
NJ,SOMERSET
NJ,SOMERSET COUNTY
NJ,SUSSEX
NJ,SUSSEX COUNTY
NJ,TRUMBULL COUNTY
NJ,UNION
NJ,UNION COUNTY
NJ,WARREN
NJ,WARREN COUNTY
NM,APACHE
NM,APACHE COUNTY
NM,ARCHULETA
NM,BERNALILLO
NM,BERNALILLO COUNTY
NM,BERNALLILO
NM,BEXAR
NM,BURLEIGH
NM,CATRON
NM,CATRON COUNTY
NM,CHAVES
NM,CHAVES COUNTY
NM,CIBOLA
NM,CIBOLA COUNTY
NM,COLFAX
NM,COLFAX COUNTY
NM,CREEK
NM,CURRY
NM,CURRY COUNTY
NM,DALLAS 
NM,DE BACA
NM,DE BACA COUNTY
NM,DEBACA
NM,DENVER COUNTY
NM,DONA ANA
NM,DONA ANA COUNTY
NM,DOUGLAS
NM,ECTOR
NM,EDDY
NM,EDDY COUNTY
NM,EL PASO
NM,ELLIS
NM,FRANKLIN
NM,GRANT
NM,GRANT COUNTY
NM,GUADALUPE
NM,GUADALUPE COUNTY
NM,GWINNETT
NM,HARDING
NM,HARDING COUNTY
NM,HARRIS
NM,HENNEPIN
NM,HIDALGO
NM,HIDALGO COUNTY
NM,IBERIA
NM,JACKSON
NM,JEFFERSON 
NM,KALKASKA
NM,LA PLATA
NM,LEA
NM,LEA COUNTY
NM,LINCOLN
NM,LINCOLN COUNTY
NM,LOS ALAMOS
NM,LOS ALAMOS COUNTY
NM,LUNA
NM,LUNA COUNTY
NM,MARICOPA
NM,MC KINLEY
NM,MCKINLEY
NM,MCKINLEY COUNTY
NM,MESA
NM,MIDLAND
NM,MONTEZUMA
NM,MONTROSE
NM,MORA
NM,MULTNOMAH
NM,NM025LEA
NM,NUECES
NM,OKLAHOMA
NM,ORANGE 
NM,OTERO
NM,OTERO COUNTY
NM,PIMA
NM,PORTABLE SOURCE
NM,PUEBLO
NM,QUAY
NM,QUAY COUNTY
NM,RANDOLPH
NM,RIO ARRIBA
NM,RIO ARRIBA COUNTY
NM,RIVERSIDE
NM,ROOSEVELT
NM,ROOSEVELT COUNTY
NM,SALT LAKE
NM,SAN DIEGO
NM,SAN JUAN
NM,SAN JUAN - NM
NM,SAN JUAN COUNTY
NM,SAN MIGUEL
NM,SAN MIGUEL COUNTY
NM,SANDOVAL
NM,SANDOVAL COUNTY
NM,SANTA FE
NM,SANTA FE COUNTY
NM,SIERRA
NM,SIERRA COUNTY
NM,SOCCORO
NM,SOCORRO
NM,SOCORRO COUNTY
NM,TAOS
NM,TAOS COUNTY
NM,TARRANT
NM,TORRANCE
NM,TORRANCE COUNTY
NM,TULSA
NM,UNION
NM,UNION COUNTY
NM,VALENCIA
NM,VALENCIA COUNTY
NN,APACHE - AZ
NN,COCONINO - AZ
NN,COCONINO COUNTY
NN,MCKINLEY - NM
NN,NAVAJO - AZ
NN,NAVAJO NATION
NN,OUT-OF-STATE
NN,SAN JUAN - NM
NV,CARSON
NV,CARSON CITY
NV,CARSON CITY (CITY)
NV,CHURCHILL
NV,CHURCHILL COUNTY
NV,CLARK
NV,CLARK COUNTY
NV,DOUGLAS
NV,DOUGLAS COUNTY
NV,EL DORADO COUNTY
NV,ELKO
NV,ELKO COUNTY
NV,ERIE
NV,ESMERALDA
NV,ESMERALDA COUNTY
NV,EUREKA
NV,EUREKA COUNTY
NV,HUMBOLDT
NV,HUMBOLDT COUNTY
NV,LANDER
NV,LANDER COUNTY
NV,LINCOLN
NV,LINCOLN COUNTY
NV,LIVINGSTON
NV,LYON
NV,LYON COUNTY
NV,MINERAL
NV,MINERAL COUNTY
NV,NYE
NV,NYE COUNTY
NV,ONONDAGA COUNTY
NV,OUT-OF-STATE
NV,PERSHING
NV,PERSHING COUNTY
NV,STOREY
NV,STOREY COUNTY
NV,WASHOE
NV,WASHOE COUNTY
NV,WHITE PINE
NV,WHITE PINE COUNTY
NY,03SUFFOLK
NY,ALBANY
NY,ALBANY COUNTY
NY,ALLEGANY
NY,ALLEGANY COUNTY
NY,ARLINGTON
NY,BRONX
NY,BRONX COUNTY
NY,BROOME
NY,BROOME COUNTY
NY,CATTARAUGUS
NY,CATTARAUGUS COUNTY
NY,CAYUGA
NY,CAYUGA COUNTY
NY,CHAUTAUQUA
NY,CHAUTAUQUA COUNTY
NY,CHEMUNG
NY,CHEMUNG COUNTY
NY,CHENANGO
NY,CHENANGO COUNTY
NY,CLARK COUNTY
NY,CLINTON
NY,CLINTON COUNTY
NY,COLUMBIA
NY,COLUMBIA COUNTY
NY,CORTLAND
NY,CORTLAND COUNTY
NY,DELAWARE
NY,DELAWARE COUNTY
NY,DUTCHESS
NY,DUTCHESS COUNTY
NY,ERIE
NY,ERIE COUNTY
NY,ESSEX
NY,ESSEX COUNTY
NY,FRANKLIN
NY,FRANKLIN COUNTY
NY,FULTON
NY,GENESEE
NY,GENESEE COUNTY
NY,GREENE
NY,GREENE COUNTY
NY,HAMILTON
NY,HERKIMER
NY,HERKIMER COUNTY
NY,HUDSON 
NY,JEFFERSON
NY,JEFFERSON COUNTY
NY,KINGS
NY,KINGS COUNTY
NY,LEWIS
NY,LEWIS COUNTY
NY,LIVINGSTON
NY,LIVINGSTON COUNTY
NY,MADISON
NY,MADISON COUNTY
NY,MANHATTAN
NY,MONROE
NY,MONROE COUNTY
NY,MONTGOMERY
NY,MONTGOMERY COUNTY
NY,NASSAU
NY,NASSAU COUNTY
NY,NEW YORK
NY,NEW YORK COUNTY
NY,NIAGARA
NY,NIAGARA COUNTY
NY,ONEIDA
NY,ONEIDA COUNTY
NY,ONONDAGA
NY,ONONDAGA COUNTY
NY,ONTARIO
NY,ONTARIO COUNTY
NY,ORANGE
NY,ORANGE COUNTY
NY,ORLEANS
NY,ORLEANS COUNTY
NY,OSWEGO
NY,OSWEGO COUNTY
NY,OTSEGO
NY,OTSEGO COUNTY
NY,OUT-OF-STATE
NY,PUTNAM
NY,QUEENS
NY,QUEENS COUNTY
NY,RENSSELAER
NY,RENSSELAER COUNTY
NY,RICHMOND
NY,RICHMOND COUNTY
NY,ROCKLAND
NY,ROCKLAND COUNTY
NY,SAINT CROIX
NY,SAINT LAWRENCE
NY,SARASOTA
NY,SARATOGA
NY,SARATOGA COUNTY
NY,SCHENECTADY
NY,SCHENECTADY COUNTY
NY,SCHOHARIE
NY,SCHUYLER
NY,SCHUYLER COUNTY
NY,SENECA
NY,SENECA COUNTY
NY,ST LAWRENCE
NY,ST. LAWRENCE
NY,ST. LAWRENCE COUNTY
NY,STEUBEN
NY,STEUBEN COUNTY
NY,SUFFOLK
NY,SUFFOLK COUNTY
NY,SULLIVAN
NY,SULLIVAN COUNTY
NY,SUSSEX
NY,TIOGA
NY,TIOGA COUNTY
NY,TOMPKINS
NY,TOMPKINS COUNTY
NY,ULSTER
NY,ULSTER COUNTY
NY,UNDETERMINED
NY,WARREN
NY,WARREN COUNTY
NY,WASHINGTON
NY,WASHINGTON COUNTY
NY,WAYNE
NY,WAYNE COUNTY
NY,WESTCHESTER
NY,WESTCHESTER COUNTY
NY,WYOMING
NY,WYOMING COUNTY
NY,YATES
NY,YATES COUNTY
OH,ADAMS
OH,ALLEGHENY COUNTY
OH,ALLEN
OH,ALLEN COUNTY
OH,ASHLAND
OH,ASHLAND COUNTY
OH,ASHTABULA 
OH,ASHTABULA COUNTY
OH,ATHENS
OH,ATHENS COUNTY
OH,AUGLAIZE
OH,AUGLAIZE COUNTY
OH,BELMONT
OH,BELMONT COUNTY
OH,BROWN
OH,BROWN COUNTY
OH,BUTLER
OH,BUTLER COUNTY
OH,CABELL COUNTY
OH,CARROLL
OH,CARROLL COUNTY
OH,CHAMPAIGN
OH,CHAMPAIGN COUNTY
OH,CLARK
OH,CLARK COUNTY
OH,CLERMONT
OH,CLERMONT COUNTY
OH,CLINTON
OH,CLINTON COUNTY
OH,COLUMBIANA
OH,COLUMBIANA COUNTY
OH,COSHOCTON
OH,COSHOCTON COUNTY
OH,CRAWFORD
OH,CRAWFORD COUNTY
OH,CUYAHOGA
OH,CUYAHOGA COUNTY
OH,DANE
OH,DARKE
OH,DARKE COUNTY
OH,DEFIANCE
OH,DEFIANCE COUNTY
OH,DELAWARE
OH,DELAWARE COUNTY
OH,ERIE
OH,ERIE COUNTY
OH,FAIRFIELD
OH,FAIRFIELD COUNTY
OH,FAYETTE
OH,FAYETTE COUNTY
OH,FRANKLIN
OH,FRANKLIN COUNTY
OH,FULTON
OH,FULTON COUNTY
OH,GALLIA
OH,GALLIA COUNTY
OH,GEAUGA
OH,GEAUGA COUNTY
OH,GENESEE COUNTY
OH,GREENE
OH,GREENE COUNTY
OH,GUERNSEY
OH,GUERNSEY COUNTY
OH,HAMILTON
OH,HAMILTON COUNTY
OH,HANCOCK
OH,HANCOCK COUNTY
OH,HARDIN
OH,HARDIN COUNTY
OH,HARRIS
OH,HARRISON
OH,HARRISON COUNTY
OH,HENRY
OH,HENRY COUNTY
OH,HIGHLAND
OH,HIGHLAND COUNTY
OH,HOCKING
OH,HOCKING COUNTY
OH,HOLMES
OH,HOLMES COUNTY
OH,HURON
OH,HURON COUNTY
OH,JACKSON
OH,JACKSON COUNTY
OH,JEFFERSON 
OH,JEFFERSON COUNTY
OH,KNOX
OH,KNOX COUNTY
OH,LAKE
OH,LAKE COUNTY
OH,LAWRENCE
OH,LAWRENCE COUNTY
OH,LICKING
OH,LICKING COUNTY
OH,LOGAN
OH,LOGAN COUNTY
OH,LORAIN
OH,LORAIN COUNTY
OH,LUCAS
OH,LUCAS COUNTY
OH,MADISON
OH,MADISON COUNTY
OH,MAHONING
OH,MAHONING COUNTY
OH,MARION
OH,MARION COUNTY
OH,MARSHALL
OH,MEDINA
OH,MEDINA COUNTY
OH,MEIGS
OH,MEIGS COUNTY
OH,MERCER
OH,MERCER COUNTY
OH,MIAMI
OH,MIAMI COUNTY
OH,MONONGALIA
OH,MONROE
OH,MONROE COUNTY
OH,MONTGOMERY
OH,MONTGOMERY COUNTY
OH,MORGAN
OH,MORGAN COUNTY
OH,MORROW
OH,MORROW COUNTY
OH,MUSKINGUM
OH,MUSKINGUM COUNTY
OH,NOBLE
OH,NOBLE COUNTY
OH,OTTAWA
OH,OTTAWA COUNTY
OH,OUT-OF-STATE
OH,PAULDING
OH,PERRY
OH,PERRY COUNTY
OH,PICKAWAY
OH,PICKAWAY COUNTY
OH,PIKE
OH,PIKE COUNTY
OH,PORTABLE SOURCE
OH,PORTAGE
OH,PORTAGE COUNTY
OH,PREBLE
OH,PREBLE COUNTY
OH,PUTNAM
OH,PUTNAM COUNTY
OH,RICHLAND
OH,RICHLAND COUNTY
OH,ROSS
OH,ROSS COUNTY
OH,SANDUSKY
OH,SANDUSKY COUNTY
OH,SCIOTO
OH,SCIOTO COUNTY
OH,SENECA
OH,SENECA COUNTY
OH,SHELBY
OH,SHELBY COUNTY
OH,STARK
