,FAC_STATE,FAC_COUNTY,County
5376,SD,DAVIS,DAVIS
5377,SD,DAVISON,DAVISON
5378,SD,DAVISON COUNTY,DAVISON
5379,SD,DAY,DAY
5380,SD,DEUEL,DEUEL
5381,SD,DEWEY,DEWEY
5382,SD,DEWEY COUNTY,DEWEY
5383,SD,DOUGLAS,DOUGLAS
5384,SD,DOUGLAS COUNTY,DOUGLAS
5385,SD,EDMUNDS,EDMUNDS
5386,SD,EDMUNDS COUNTY,EDMUNDS
5387,SD,EMMET,EMMET
5388,SD,FALL RIVER,FALL RIVER
5389,SD,FALL RIVER COUNTY,FALL RIVER
5390,SD,FAULK,FAULK
5391,SD,FAULK COUNTY,FAULK
5392,SD,FERGUS,FERGUS
5393,SD,GRANT,GRANT
5394,SD,GRANT COUNTY,GRANT
5395,SD,GREGORY,GREGORY
5396,SD,HAAKON,HAAKON
5397,SD,HAMLIN,HAMLIN
5398,SD,HAMLIN COUNTY,HAMLIN
5399,SD,HAND,HAND
5400,SD,HAND COUNTY,HAND
5401,SD,HANSON,HANSON
5402,SD,HANSON COUNTY,HANSON
5403,SD,HARDING,HARDING
5404,SD,HENNEPIN ,HENNEPIN
5405,SD,HUGHES,HUGHES
5406,SD,HUGHES COUNTY,HUGHES
5407,SD,HUTCHINSON,HUTCHINSON
5408,SD,HYDE,HYDE
5409,SD,JACKSON,JACKSON
5410,SD,JEFFERSON,JEFFERSON
5411,SD,JERAULD,JERAULD
5412,SD,JERAULD COUNTY,JERAULD
5413,SD,JONES,JONES
5414,SD,KANDIYOHI,KANDIYOHI
5415,SD,KING ,KING
5416,SD,KINGSBURY,KINGSBURY
5417,SD,KINGSBURY COUNTY,KINGSBURY
5418,SD,LAKE,LAKE
5419,SD,LAWRENCE,LAWRENCE
5420,SD,LEWIS AND CLARK ,LEWIS AND CLARK
5421,SD,LINCOLN,LINCOLN
5422,SD,LYMAN,LYMAN
5423,SD,LYMAN COUNTY,LYMAN
5424,SD,MARSHALL,MARSHALL
5425,SD,MARSHALL COUNTY,MARSHALL
5426,SD,MARTIN,MARTIN
5427,SD,MC COOK,MC COOK
5428,SD,MCCOOK,MCCOOK
5429,SD,MCCOOK COUNTY,MCCOOK
5430,SD,MCPHERSON,MCPHERSON
5431,SD,MCPHERSON COUNTY,MCPHERSON
5432,SD,MEADE,MEADE
5433,SD,MEADE COUNTY,MEADE
5434,SD,MELLETTE,MELLETTE
5435,SD,MELLETTE COUNTY,MELLETTE
5436,SD,MINER,MINER
5437,SD,MINNEHAHA,MINNEHAHA
5438,SD,MINNEHAHA COUNTY,MINNEHAHA
5439,SD,MOODY,MOODY
5440,SD,MOODY COUNTY,MOODY
5441,SD,MORGAN,MORGAN
5442,SD,NATRONA ,NATRONA
5443,SD,PENNINGTON,PENNINGTON
5444,SD,PENNINGTON COUNTY,PENNINGTON
5445,SD,PERKINS,PERKINS
5446,SD,PLYMOUTH,PLYMOUTH
5447,SD,POLK ,POLK
5448,SD,PORTABLE SOURCE,PORTABLE SOURCE
5449,SD,POTTER,POTTER
5450,SD,POTTER COUNTY,POTTER
5451,SD,RICHLAND ,RICHLAND
5452,SD,ROBERTS,ROBERTS
5453,SD,ROBERTS COUNTY,ROBERTS
5454,SD,SAINT LOUIS,SAINT LOUIS
5455,SD,SANBORN,SANBORN
5456,SD,SARGENT ,SARGENT
5457,SD,SHANNON,SHANNON
5458,SD,SHANNON COUNTY,SHANNON
5459,SD,SIOUX,SIOUX
5460,SD,SPINK,SPINK
5461,SD,SPINK COUNTY,SPINK
5462,SD,SPOKANE,SPOKANE
5463,SD,STANLEY,STANLEY
5464,SD,STARK,STARK
5465,SD,STEARNS ,STEARNS
5466,SD,SULLY,SULLY
5467,SD,TODD,TODD
5468,SD,TODD COUNTY,TODD
5469,SD,TRAVERSE ,TRAVERSE
5470,SD,TRIPP,TRIPP
5471,SD,TRIPP COUNTY,TRIPP
5472,SD,TURNER,TURNER
5473,SD,UNION,UNION
5474,SD,UNK,UNK
5475,SD,WALWORTH,WALWORTH
5476,SD,WOODBURY ,WOODBURY
5477,SD,WRIGHT ,WRIGHT
5478,SD,YANKTON,YANKTON
5479,SD,YELLOWSTONE COUNTY,YELLOWSTONE
5480,SD,ZIEBACH,ZIEBACH
5481,SD,ZIEBACH COUNTY,ZIEBACH
5482,TN,ANDERSON,ANDERSON
5483,TN,ANDERSON COUNTY,ANDERSON
5484,TN,BEDFORD,BEDFORD
5485,TN,BEDFORD COUNTY,BEDFORD
5486,TN,BENTON,BENTON
5487,TN,BENTON COUNTY,BENTON
5488,TN,BERKELEY,BERKELEY
5489,TN,BEXAR ,BEXAR
5490,TN,BLEDSOE,BLEDSOE
5491,TN,BLEDSOE COUNTY,BLEDSOE
5492,TN,BLOUNT,BLOUNT
5493,TN,BLOUNT COUNTY,BLOUNT
5494,TN,BRADLEY,BRADLEY
5495,TN,BRADLEY COUNTY,BRADLEY
5496,TN,CAMPBELL,CAMPBELL
5497,TN,CAMPBELL COUNTY,CAMPBELL
5498,TN,CANNON,CANNON
5499,TN,CANNON COUNTY,CANNON
5500,TN,CARROLL,CARROLL
5501,TN,CARROLL COUNTY,CARROLL
5502,TN,CARTER,CARTER
5503,TN,CARTER COUNTY,CARTER
5504,TN,CHEATHAM,CHEATHAM
5505,TN,CHEATHAM COUNTY,CHEATHAM
5506,TN,CHESTER,CHESTER
5507,TN,CHESTER COUNTY,CHESTER
5508,TN,CHRISTIAN COUNTY,CHRISTIAN
5509,TN,CLAIBORNE,CLAIBORNE
5510,TN,CLAIBORNE COUNTY,CLAIBORNE
5511,TN,CLAY,CLAY
5512,TN,CLAY COUNTY,CLAY
5513,TN,COCKE,COCKE
5514,TN,COCKE COUNTY,COCKE
5515,TN,COFFEE,COFFEE
5516,TN,COFFEE COUNTY,COFFEE
5517,TN,CROCKETT,CROCKETT
5518,TN,CROCKETT COUNTY,CROCKETT
5519,TN,CUMBERLAND,CUMBERLAND
5520,TN,CUMBERLAND COUNTY,CUMBERLAND
5521,TN,CUMNER,CUMNER
5522,TN,DAVIDSON,DAVIDSON
5523,TN,DAVIDSON COUNTY,DAVIDSON
5524,TN,DE KALB,DE KALB
5525,TN,DECATUR,DECATUR
5526,TN,DECATUR COUNTY,DECATUR
5527,TN,DEKALB,DEKALB
5528,TN,DEKALB COUNTY,DEKALB
5529,TN,DICKSON,DICKSON
5530,TN,DICKSON COUNTY,DICKSON
5531,TN,DYER,DYER
5532,TN,DYER COUNTY,DYER
5533,TN,FAYETTE,FAYETTE
5534,TN,FAYETTE COUNTY,FAYETTE
5535,TN,FENTRESS,FENTRESS
5536,TN,FENTRESS COUNTY,FENTRESS
5537,TN,FRANKLIN,FRANKLIN
5538,TN,FRANKLIN COUNTY,FRANKLIN
5539,TN,GIBSON,GIBSON
5540,TN,GIBSON COUNTY,GIBSON
5541,TN,GILES,GILES
5542,TN,GILES COUNTY,GILES
5543,TN,GRAINGER,GRAINGER
5544,TN,GRAINGER COUNTY,GRAINGER
5545,TN,GREENE,GREENE
5546,TN,GREENE COUNTY,GREENE
5547,TN,GRUNDY,GRUNDY
5548,TN,GRUNDY COUNTY,GRUNDY
5549,TN,HAMBLEN,HAMBLEN
5550,TN,HAMBLEN COUNTY,HAMBLEN
5551,TN,HAMILTON,HAMILTON
5552,TN,HAMILTON COUNTY,HAMILTON
5553,TN,HANCOCK,HANCOCK
5554,TN,HANCOCK COUNTY,HANCOCK
5555,TN,HARDEMAN,HARDEMAN
5556,TN,HARDEMAN COUNTY,HARDEMAN
5557,TN,HARDIN,HARDIN
5558,TN,HARDIN COUNTY,HARDIN
5559,TN,HARRIS,HARRIS
5560,TN,HAWKINS,HAWKINS
5561,TN,HAWKINS COUNTY,HAWKINS
5562,TN,HAYWOOD,HAYWOOD
5563,TN,HAYWOOD COUNTY,HAYWOOD
5564,TN,HENDERSON,HENDERSON
5565,TN,HENDERSON COUNTY,HENDERSON
5566,TN,HENRY,HENRY
5567,TN,HENRY COUNTY,HENRY
5568,TN,HICKMAN,HICKMAN
5569,TN,HICKMAN COUNTY,HICKMAN
5570,TN,HOUSTON,HOUSTON
5571,TN,HOUSTON COUNTY,HOUSTON
5572,TN,HUMPHREYS,HUMPHREYS
5573,TN,HUMPHREYS COUNTY,HUMPHREYS
5574,TN,JACKSON,JACKSON
5575,TN,JACKSON COUNTY,JACKSON
5576,TN,JEFFERSON,JEFFERSON
5577,TN,JEFFERSON COUNTY,JEFFERSON
5578,TN,JOHNSON,JOHNSON
5579,TN,JOHNSON COUNTY,JOHNSON
5580,TN,KANAWHA,KANAWHA
5581,TN,KNOX,KNOX
5582,TN,KNOX COUNTY,KNOX
5583,TN,LAKE,LAKE
5584,TN,LAKE COUNTY,LAKE
5585,TN,LAUDERDALE,LAUDERDALE
5586,TN,LAUDERDALE COUNTY,LAUDERDALE
5587,TN,LAWRENCE,LAWRENCE
5588,TN,LAWRENCE COUNTY,LAWRENCE
5589,TN,LEWIS,LEWIS
5590,TN,LEWIS COUNTY,LEWIS
5591,TN,LINCOLN,LINCOLN
5592,TN,LINCOLN COUNTY,LINCOLN
5593,TN,LOUDON,LOUDON
5594,TN,LOUDON COUNTY,LOUDON
5595,TN,MACON,MACON
5596,TN,MACON COUNTY,MACON
5597,TN,MADISON,MADISON
5598,TN,MADISON COUNTY,MADISON
5599,TN,MARION,MARION
5600,TN,MARION COUNTY,MARION
5601,TN,MARSHALL,MARSHALL
5602,TN,MARSHALL COUNTY,MARSHALL
5603,TN,MAURY,MAURY
5604,TN,MAURY COUNTY,MAURY
5605,TN,MC MINN,MC MINN
5606,TN,MC NAIRY,MC NAIRY
5607,TN,MCMINN,MCMINN
5608,TN,MCMINN COUNTY,MCMINN
5609,TN,MCNAIRY,MCNAIRY
5610,TN,MCNAIRY COUNTY,MCNAIRY
5611,TN,MEIGS,MEIGS
5612,TN,MEIGS COUNTY,MEIGS
5613,TN,MONROE,MONROE
5614,TN,MONROE COUNTY,MONROE
5615,TN,MONTGOMERY,MONTGOMERY
5616,TN,MONTGOMERY COUNTY,MONTGOMERY
5617,TN,MOORE,MOORE
5618,TN,MOORE COUNTY,MOORE
5619,TN,MORGAN,MORGAN
5620,TN,MORGAN COUNTY,MORGAN
5621,TN,OBION,OBION
5622,TN,OBION COUNTY,OBION
5623,TN,ORANGE ,ORANGE
5624,TN,OVERTON,OVERTON
5625,TN,OVERTON COUNTY,OVERTON
5626,TN,PERRY,PERRY
5627,TN,PERRY COUNTY,PERRY
5628,TN,PICKETT,PICKETT
5629,TN,PICKETT COUNTY,PICKETT
5630,TN,POLK,POLK
5631,TN,POLK COUNTY,POLK
5632,TN,PORTABLE SOURCE,PORTABLE SOURCE
5633,TN,PUTNAM,PUTNAM
5634,TN,PUTNAM COUNTY,PUTNAM
5635,TN,RHEA,RHEA
5636,TN,RHEA COUNTY,RHEA
5637,TN,ROANE,ROANE
5638,TN,ROANE COUNTY,ROANE
5639,TN,ROBERTSON,ROBERTSON
5640,TN,ROBERTSON COUNTY,ROBERTSON
5641,TN,RUTHERFORD,RUTHERFORD
5642,TN,RUTHERFORD COUNTY,RUTHERFORD
5643,TN,SCOTT,SCOTT
5644,TN,SCOTT COUNTY,SCOTT
5645,TN,SEQUATCHIE,SEQUATCHIE
5646,TN,SEQUATCHIE COUNTY,SEQUATCHIE
5647,TN,SEVIER,SEVIER
5648,TN,SEVIER COUNTY,SEVIER
5649,TN,SHELBY,SHELBY
5650,TN,SHELBY COUNTY,SHELBY
5651,TN,SMITH,SMITH
5652,TN,SMITH COUNTY,SMITH
5653,TN,STEWART,STEWART
5654,TN,STEWART COUNTY,STEWART
5655,TN,SULLIVAN,SULLIVAN
5656,TN,SULLIVAN COUNTY,SULLIVAN
5657,TN,SUMNER,SUMNER
5658,TN,SUMNER COUNTY,SUMNER
5659,TN,TIPTON,TIPTON
5660,TN,TIPTON COUNTY,TIPTON
5661,TN,TROUSDALE,TROUSDALE
5662,TN,TROUSDALE COUNTY,TROUSDALE
5663,TN,UNICOI,UNICOI
5664,TN,UNICOI COUNTY,UNICOI
5665,TN,UNION,UNION
5666,TN,UNION COUNTY,UNION
5667,TN,UNKNOWN,UNKNOWN
5668,TN,VAN BUREN,VAN BUREN
5669,TN,VAN BUREN COUNTY,VAN BUREN
5670,TN,WARREN,WARREN
5671,TN,WARREN COUNTY,WARREN
5672,TN,WASHINGTON,WASHINGTON
5673,TN,WASHINGTON COUNTY,WASHINGTON
5674,TN,WAYNE,WAYNE
5675,TN,WAYNE COUNTY,WAYNE
5676,TN,WEAKLEY,WEAKLEY
5677,TN,WEAKLEY COUNTY,WEAKLEY
5678,TN,WHITE,WHITE
5679,TN,WHITE COUNTY,WHITE
5680,TN,WILLIAMSON,WILLIAMSON
5681,TN,WILLIAMSON COUNTY,WILLIAMSON
5682,TN,WILSON,WILSON
5683,TN,WILSON COUNTY,WILSON
5684,TT,FORMER TRUST TERRITORIES,FORMER TRUST TERRITORIES
5685,TX,ALLEGHENY ,ALLEGHENY
5686,TX,ALLEGHENY COUNTY,ALLEGHENY
5687,TX,ANDERSON,ANDERSON
5688,TX,ANDERSON COUNTY,ANDERSON
5689,TX,ANDREWS,ANDREWS
5690,TX,ANDREWS COUNTY,ANDREWS
5691,TX,ANGELINA,ANGELINA
5692,TX,ANGELINA COUNTY,ANGELINA
5693,TX,ARANSAS,ARANSAS
5694,TX,ARANSAS COUNTY,ARANSAS
5695,TX,ARCHER,ARCHER
5696,TX,ARCHER COUNTY,ARCHER
5697,TX,ARMSTRONG,ARMSTRONG
5698,TX,ARMSTRONG COUNTY,ARMSTRONG
5699,TX,ATASCOSA,ATASCOSA
5700,TX,ATASCOSA COUNTY,ATASCOSA
5701,TX,AUSTIN,AUSTIN
5702,TX,AUSTIN COUNTY,AUSTIN
5703,TX,BAILEY,BAILEY
5704,TX,BAILEY COUNTY,BAILEY
5705,TX,BANDERA,BANDERA
5706,TX,BANDERA COUNTY,BANDERA
5707,TX,BASTROP,BASTROP
5708,TX,BASTROP COUNTY,BASTROP
5709,TX,BAYLOR,BAYLOR
5710,TX,BAYLOR COUNTY,BAYLOR
5711,TX,BEAUREGARD PARISH,BEAUREGARD
5712,TX,BEE,BEE
5713,TX,BEE COUNTY,BEE
5714,TX,BELL,BELL
5715,TX,BELL COUNTY,BELL
5716,TX,BEXAR,BEXAR
5717,TX,BEXAR COUNTY,BEXAR
5718,TX,BLANCO,BLANCO
5719,TX,BLANCO COUNTY,BLANCO
5720,TX,BORDEN,BORDEN
5721,TX,BORDEN COUNTY,BORDEN
5722,TX,BOSQUE,BOSQUE
5723,TX,BOSQUE COUNTY,BOSQUE
5724,TX,BOWIE,BOWIE
5725,TX,BOWIE COUNTY,BOWIE
5726,TX,BRAXTON,BRAXTON
5727,TX,BRAZORIA,BRAZORIA
5728,TX,BRAZORIA COUNTY,BRAZORIA
5729,TX,BRAZOS,BRAZOS
5730,TX,BRAZOS COUNTY,BRAZOS
5731,TX,BREWSTER,BREWSTER
5732,TX,BREWSTER COUNTY,BREWSTER
5733,TX,BRISCOE,BRISCOE
5734,TX,BRISCOE COUNTY,BRISCOE
5735,TX,BROOKS,BROOKS
5736,TX,BROOKS COUNTY,BROOKS
5737,TX,BROWN,BROWN
5738,TX,BROWN COUNTY,BROWN
5739,TX,BURLESON,BURLESON
5740,TX,BURLESON COUNTY,BURLESON
5741,TX,BURNET,BURNET
5742,TX,BURNET COUNTY,BURNET
5743,TX,CALDWELL,CALDWELL
5744,TX,CALDWELL COUNTY,CALDWELL
5745,TX,CALHOUN,CALHOUN
5746,TX,CALHOUN COUNTY,CALHOUN
5747,TX,CALLAHAN,CALLAHAN
5748,TX,CALLAHAN COUNTY,CALLAHAN
5749,TX,CAMERON,CAMERON
5750,TX,CAMERON COUNTY,CAMERON
5751,TX,CAMP,CAMP
5752,TX,CAMP COUNTY,CAMP
5753,TX,CARSON,CARSON
5754,TX,CARSON COUNTY,CARSON
5755,TX,CASS,CASS
5756,TX,CASS COUNTY,CASS
5757,TX,CASTRO,CASTRO
5758,TX,CASTRO COUNTY,CASTRO
5759,TX,CHAMBERS,CHAMBERS
5760,TX,CHAMBERS COUNTY,CHAMBERS
5761,TX,CHEROKEE,CHEROKEE
5762,TX,CHEROKEE COUNTY,CHEROKEE
5763,TX,CHESAPEAKE CITY,CHESAPEAKE
5764,TX,CHILDRESS,CHILDRESS
5765,TX,CHILDRESS COUNTY,CHILDRESS
5766,TX,CLAY,CLAY
5767,TX,CLAY COUNTY,CLAY
5768,TX,COCHRAN,COCHRAN
5769,TX,COCHRAN COUNTY,COCHRAN
5770,TX,COKE,COKE
5771,TX,COKE COUNTY,COKE
5772,TX,COLEMAN,COLEMAN
5773,TX,COLEMAN COUNTY,COLEMAN
5774,TX,COLLIN,COLLIN
5775,TX,COLLIN COUNTY,COLLIN
5776,TX,COLLINGSWORTH,COLLINGSWORTH
5777,TX,COLORADO,COLORADO
5778,TX,COLORADO COUNTY,COLORADO
5779,TX,COMAL,COMAL
5780,TX,COMAL COUNTY,COMAL
5781,TX,COMANCHE,COMANCHE
5782,TX,COMANCHE COUNTY,COMANCHE
5783,TX,CONCHO,CONCHO
5784,TX,CONCHO COUNTY,CONCHO
5785,TX,COOKE,COOKE
5786,TX,COOKE COUNTY,COOKE
5787,TX,CORYELL,CORYELL
5788,TX,CORYELL COUNTY,CORYELL
5789,TX,COTTLE,COTTLE
5790,TX,CRANE,CRANE
5791,TX,CRANE COUNTY,CRANE
5792,TX,CREEK,CREEK
5793,TX,CROCKETT,CROCKETT
5794,TX,CROCKETT COUNTY,CROCKETT
5795,TX,CROSBY,CROSBY
5796,TX,CROSBY COUNTY,CROSBY
5797,TX,CULBERSON,CULBERSON
5798,TX,CULBERSON COUNTY,CULBERSON
5799,TX,DALLAM,DALLAM
5800,TX,DALLAM COUNTY,DALLAM
5801,TX,DALLAS,DALLAS
5802,TX,DALLAS COUNTY,DALLAS
5803,TX,DAWSON,DAWSON
5804,TX,DAWSON COUNTY,DAWSON
5805,TX,DE WITT,DE WITT
5806,TX,DEAF SMITH,DEAF SMITH
5807,TX,DEAF SMITH COUNTY,DEAF SMITH
5808,TX,DELTA,DELTA
5809,TX,DELTA COUNTY,DELTA
5810,TX,DENTON,DENTON
5811,TX,DENTON COUNTY,DENTON
5812,TX,DENVER COUNTY,DENVER
5813,TX,DEWITT,DEWITT
5814,TX,DEWITT COUNTY,DEWITT
5815,TX,DICKENS,DICKENS
5816,TX,DICKENS COUNTY,DICKENS
5817,TX,DIMMIT,DIMMIT
5818,TX,DIMMIT COUNTY,DIMMIT
5819,TX,DONLEY,DONLEY
5820,TX,DONLEY COUNTY,DONLEY
5821,TX,DUVAL,DUVAL
5822,TX,DUVAL COUNTY,DUVAL
5823,TX,EASTLAND,EASTLAND
5824,TX,EASTLAND COUNTY,EASTLAND
5825,TX,ECTOR,ECTOR
5826,TX,ECTOR COUNTY,ECTOR
5827,TX,EDWARDS,EDWARDS
5828,TX,EL PASO,EL PASO
5829,TX,EL PASO COUNTY,EL PASO
5830,TX,ELLIS,ELLIS
5831,TX,ELLIS COUNTY,ELLIS
5832,TX,ERATH,ERATH
5833,TX,ERATH COUNTY,ERATH
5834,TX,FALLS,FALLS
5835,TX,FALLS COUNTY,FALLS
5836,TX,FANNIN,FANNIN
5837,TX,FANNIN COUNTY,FANNIN
5838,TX,FAYETTE,FAYETTE
5839,TX,FAYETTE COUNTY,FAYETTE
5840,TX,FISHER,FISHER
5841,TX,FISHER COUNTY,FISHER
5842,TX,FLOYD,FLOYD
5843,TX,FLOYD COUNTY,FLOYD
5844,TX,FOARD,FOARD
5845,TX,FOARD COUNTY,FOARD
5846,TX,FORT BEND,FORT BEND
5847,TX,FORT BEND COUNTY,FORT BEND
5848,TX,FRANKLIN,FRANKLIN
5849,TX,FRANKLIN COUNTY,FRANKLIN
5850,TX,FREESTONE,FREESTONE
5851,TX,FREESTONE COUNTY,FREESTONE
5852,TX,FRIO,FRIO
5853,TX,FRIO COUNTY,FRIO
5854,TX,GAINES,GAINES
5855,TX,GAINES COUNTY,GAINES
5856,TX,GALVESTON,GALVESTON
5857,TX,GALVESTON COUNTY,GALVESTON
5858,TX,GARFIELD,GARFIELD
5859,TX,GARZA,GARZA
5860,TX,GARZA COUNTY,GARZA
5861,TX,GILLESPIE,GILLESPIE
5862,TX,GILLESPIE COUNTY,GILLESPIE
5863,TX,GLASSCOCK,GLASSCOCK
5864,TX,GLASSCOCK COUNTY,GLASSCOCK
5865,TX,GOLIAD,GOLIAD
5866,TX,GOLIAD COUNTY,GOLIAD
5867,TX,GONZALES,GONZALES
5868,TX,GONZALES COUNTY,GONZALES
5869,TX,GRAND COUNTY,GRAND
5870,TX,GRAY,GRAY
5871,TX,GRAY COUNTY,GRAY
5872,TX,GRAYSON,GRAYSON
5873,TX,GRAYSON COUNTY,GRAYSON
5874,TX,GREGG,GREGG
5875,TX,GREGG COUNTY,GREGG
5876,TX,GRIMES,GRIMES
5877,TX,GRIMES COUNTY,GRIMES
5878,TX,GUADALUPE,GUADALUPE
5879,TX,GUADALUPE COUNTY,GUADALUPE
5880,TX,HALE,HALE
5881,TX,HALE COUNTY,HALE
5882,TX,HALL,HALL
5883,TX,HALL COUNTY,HALL
5884,TX,HAMILTON,HAMILTON
5885,TX,HAMILTON COUNTY,HAMILTON
5886,TX,HANSFORD,HANSFORD
5887,TX,HARDEMAN,HARDEMAN
5888,TX,HARDEMAN COUNTY,HARDEMAN
5889,TX,HARDIN,HARDIN
5890,TX,HARDIN COUNTY,HARDIN
5891,TX,HARRIS,HARRIS
5892,TX,HARRIS COUNTY,HARRIS
5893,TX,HARRISON,HARRISON
5894,TX,HARRISON COUNTY,HARRISON
5895,TX,HARTLEY,HARTLEY
5896,TX,HARTLEY COUNTY,HARTLEY
5897,TX,HASKELL,HASKELL
5898,TX,HASKELL COUNTY,HASKELL
5899,TX,HAYS,HAYS
5900,TX,HAYS COUNTY,HAYS
5901,TX,HEMPHILL,HEMPHILL
5902,TX,HENDERSON,HENDERSON
5903,TX,HENDERSON COUNTY,HENDERSON
5904,TX,HIDALGO,HIDALGO
5905,TX,HIDALGO COUNTY,HIDALGO
5906,TX,HILL,HILL
5907,TX,HILL COUNTY,HILL
5908,TX,HOCKLEY,HOCKLEY
5909,TX,HOCKLEY COUNTY,HOCKLEY
5910,TX,HOOD,HOOD
5911,TX,HOOD COUNTY,HOOD
5912,TX,HOPKINS,HOPKINS
5913,TX,HOPKINS COUNTY,HOPKINS
5914,TX,HOUSTON,HOUSTON
5915,TX,HOUSTON COUNTY,HOUSTON
5916,TX,HOWARD,HOWARD
5917,TX,HOWARD COUNTY,HOWARD
5918,TX,HUDSPETH,HUDSPETH
5919,TX,HUDSPETH COUNTY,HUDSPETH
5920,TX,HUNT,HUNT
5921,TX,HUNT COUNTY,HUNT
5922,TX,HUTCHINSON,HUTCHINSON
5923,TX,HUTCHINSON COUNTY,HUTCHINSON
5924,TX,IRION,IRION
5925,TX,IRION COUNTY,IRION
5926,TX,JACK,JACK
5927,TX,JACK COUNTY,JACK
5928,TX,JACKSON ,JACKSON
5929,TX,JACKSON COUNTY,JACKSON
5930,TX,JASPER,JASPER
5931,TX,JASPER COUNTY,JASPER
5932,TX,JEFF DAVIS,JEFF DAVIS
5933,TX,JEFFERSON,JEFFERSON
5934,TX,JEFFERSON COUNTY,JEFFERSON
5935,TX,JIM HOGG,JIM HOGG
5936,TX,JIM HOGG COUNTY,JIM HOGG
5937,TX,JIM WELLS,JIM WELLS
5938,TX,JIM WELLS COUNTY,JIM WELLS
5939,TX,JOHNSON,JOHNSON
5940,TX,JOHNSON COUNTY,JOHNSON
5941,TX,JONES,JONES
5942,TX,JONES COUNTY,JONES
5943,TX,KARNES,KARNES
5944,TX,KARNES COUNTY,KARNES
5945,TX,KAUFMAN,KAUFMAN
5946,TX,KAUFMAN COUNTY,KAUFMAN
5947,TX,KENDALL,KENDALL
5948,TX,KENDALL COUNTY,KENDALL
5949,TX,KENEDY,KENEDY
5950,TX,KENEDY COUNTY,KENEDY
5951,TX,KENT,KENT
5952,TX,KENT COUNTY,KENT
5953,TX,KERR,KERR
5954,TX,KERR COUNTY,KERR
5955,TX,KIMBLE,KIMBLE
5956,TX,KIMBLE COUNTY,KIMBLE
5957,TX,KING,KING
5958,TX,KINGFISHER,KINGFISHER
5959,TX,KINGMAN COUNTY,KINGMAN
5960,TX,KINNEY,KINNEY
5961,TX,KINNEY COUNTY,KINNEY
5962,TX,KIOWA,KIOWA
5963,TX,KLEBERG,KLEBERG
5964,TX,KLEBERG COUNTY,KLEBERG
5965,TX,KNOX,KNOX
5966,TX,KNOX COUNTY,KNOX
5967,TX,LA SALLE,LA SALLE
5968,TX,LA SALLE COUNTY,LA SALLE
5969,TX,LAMAR,LAMAR
5970,TX,LAMAR COUNTY,LAMAR
5971,TX,LAMB,LAMB
5972,TX,LAMB COUNTY,LAMB
5973,TX,LAMPASAS,LAMPASAS
5974,TX,LAMPASAS COUNTY,LAMPASAS
5975,TX,LAVACA,LAVACA
5976,TX,LAVACA COUNTY,LAVACA
5977,TX,LEE,LEE
5978,TX,LEE COUNTY,LEE
5979,TX,LEON,LEON
5980,TX,LEON COUNTY,LEON
5981,TX,LIBERTY,LIBERTY
5982,TX,LIBERTY COUNTY,LIBERTY
5983,TX,LIMESTONE,LIMESTONE
5984,TX,LIMESTONE COUNTY,LIMESTONE
5985,TX,LIPSCOMB,LIPSCOMB
5986,TX,LIPSCOMB COUNTY,LIPSCOMB
5987,TX,LIVE OAK,LIVE OAK
5988,TX,LIVE OAK COUNTY,LIVE OAK
5989,TX,LLANO,LLANO
5990,TX,LLANO COUNTY,LLANO
5991,TX,LOS ANGELES COUNTY,LOS ANGELES
5992,TX,LOVING,LOVING
5993,TX,LOVING COUNTY,LOVING
5994,TX,LUBBOCK,LUBBOCK
5995,TX,LUBBOCK COUNTY,LUBBOCK
5996,TX,LYNN,LYNN
5997,TX,LYNN COUNTY,LYNN
5998,TX,MADISON,MADISON
5999,TX,MADISON COUNTY,MADISON
6000,TX,MARION,MARION
6001,TX,MARION COUNTY,MARION
6002,TX,MARSHALL,MARSHALL
6003,TX,MARTIN,MARTIN
6004,TX,MARTIN COUNTY,MARTIN
6005,TX,MASON,MASON
6006,TX,MASON COUNTY,MASON
6007,TX,MATAGORDA,MATAGORDA
6008,TX,MATAGORDA COUNTY,MATAGORDA
6009,TX,MAVERICK,MAVERICK
6010,TX,MAVERICK COUNTY,MAVERICK
6011,TX,MC CULLOCH,MC CULLOCH
6012,TX,MC LENNAN,MC LENNAN
6013,TX,MC MULLEN,MC MULLEN
6014,TX,MCCULLOCH,MCCULLOCH
6015,TX,MCCULLOCH COUNTY,MCCULLOCH
6016,TX,MCLENNAN,MCLENNAN
6017,TX,MCLENNAN COUNTY,MCLENNAN
6018,TX,MCMULLEN,MCMULLEN
6019,TX,MCMULLEN COUNTY,MCMULLEN
6020,TX,MEDINA,MEDINA
6021,TX,MEDINA COUNTY,MEDINA
6022,TX,MENARD,MENARD
6023,TX,MENARD COUNTY,MENARD
6024,TX,MIDLAND,MIDLAND
6025,TX,MIDLAND COUNTY,MIDLAND
6026,TX,MILAM,MILAM
6027,TX,MILAM COUNTY,MILAM
6028,TX,MILLS,MILLS
6029,TX,MILLS COUNTY,MILLS
6030,TX,MITCHELL,MITCHELL
6031,TX,MITCHELL COUNTY,MITCHELL
6032,TX,MONROE ,MONROE
6033,TX,MONTAGUE,MONTAGUE
6034,TX,MONTAGUE COUNTY,MONTAGUE
6035,TX,MONTGOMERY,MONTGOMERY
6036,TX,MONTGOMERY COUNTY,MONTGOMERY
6037,TX,MOORE,MOORE
6038,TX,MOORE COUNTY,MOORE
